,time,meassures of PM2.5 (qm)
1506,15060,7.42
1507,15070,6.99
1508,15080,1.41
1509,15090,8.3
1510,15100,4.06
1511,15110,10.13
1512,15120,6.08
1513,15130,13.98
1514,15140,5.94
1515,15150,8.98
1516,15160,10.16
1517,15170,8.82
1518,15180,15.76
1519,15190,13.75
1520,15200,11.78
1521,15210,13.6
1522,15220,8.31
1523,15230,4.29
1524,15240,5.87
1525,15250,10.51
1526,15260,12.68
1527,15270,4.17
1528,15280,7.21
1529,15290,12.44
1530,15300,11.32
1531,15310,11.47
1532,15320,0.19
1533,15330,6.24
1534,15340,14.45
1535,15350,11.22
1536,15360,7.87
1537,15370,4.19
1538,15380,8.41
1539,15390,4.95
1540,15400,7.25
1541,15410,6.75
1542,15420,1.71
1543,15430,7.82
1544,15440,8.31
1545,15450,1.9
1546,15460,10.56
1547,15470,6.94
1548,15480,10.15
1549,15490,3.14
1550,15500,14.27
1551,15510,7.73
1552,15520,5.73
1553,15530,8.92
1554,15540,15.03
1555,15550,11.49
1556,15560,9.91
1557,15570,11.02
1558,15580,7.1
1559,15590,6.09
1560,15600,12.92
1561,15610,5.31
1562,15620,9.1
1563,15630,14.57
1564,15640,9.18
1565,15650,9.0
1566,15660,4.65
1567,15670,14.59
1568,15680,15.01
1569,15690,10.18
1570,15700,5.7
1571,15710,1.38
1572,15720,6.13
1573,15730,13.46
1574,15740,14.45
1575,15750,7.67
1576,15760,6.17
1577,15770,8.94
1578,15780,0.35
1579,15790,9.74
1580,15800,3.21
1581,15810,3.65
1582,15820,8.86
1583,15830,8.31
1584,15840,3.95
1585,15850,8.73
1586,15860,9.58
1587,15870,2.85
1588,15880,14.05
1589,15890,8.01
1590,15900,12.85
1591,15910,10.89
1592,15920,8.27
1593,15930,2.67
1594,15940,10.94
1595,15950,1.42
1596,15960,9.66
1597,15970,2.2
1598,15980,7.31
1599,15990,2.39
1600,16000,6.46
1601,16010,5.78
1602,16020,12.18
1603,16030,11.98
1604,16040,21.83
1605,16050,8.31
1606,16060,5.23
1607,16070,18.91
1608,16080,11.01
1609,16090,12.96
1610,16100,6.61
1611,16110,12.61
1612,16120,4.82
1613,16130,8.04
1614,16140,8.35
1615,16150,18.32
1616,16160,3.42
1617,16170,14.38
1618,16180,7.57
1619,16190,6.46
1620,16200,14.35
1621,16210,4.37
1622,16220,5.35
1623,16230,11.75
1624,16240,6.05
1625,16250,2.06
1626,16260,16.77
1627,16270,13.57
1628,16280,6.19
1629,16290,7.9
1630,16300,19.67
1631,16310,7.78
1632,16320,7.22
1633,16330,0.5
1634,16340,9.22
1635,16350,12.77
1636,16360,1.49
1637,16370,11.79
1638,16380,6.57
1639,16390,1.93
1640,16400,8.83
1641,16410,11.19
1642,16420,6.91
1643,16430,13.57
1644,16440,9.5
1645,16450,7.69
1646,16460,3.86
1647,16470,9.87
1648,16480,16.26
1649,16490,8.55
1650,16500,14.05
1651,16510,7.22
1652,16520,10.24
1653,16530,3.27
1654,16540,6.4
1655,16550,18.93
1656,16560,10.82
1657,16570,2.43
1658,16580,14.15
1659,16590,6.62
1660,16600,12.05
1661,16610,12.05
1662,16620,5.29
1663,16630,8.3
1664,16640,6.66
1665,16650,13.17
1666,16660,2.42
1667,16670,6.08
1668,16680,8.02
1669,16690,4.18
1670,16700,2.92
1671,16710,11.26
1672,16720,4.39
1673,16730,6.13
1674,16740,4.34
1675,16750,12.14
1676,16760,8.91
1677,16770,7.6
1678,16780,10.77
1679,16790,8.03
1680,16800,4.23
1681,16810,14.7
1682,16820,11.06
1683,16830,10.61
1684,16840,8.34
1685,16850,12.2
1686,16860,7.52
1687,16870,12.2
1688,16880,7.81
1689,16890,12.05
1690,16900,3.62
1691,16910,12.49
1692,16920,3.42
1693,16930,13.88
1694,16940,7.53
1695,16950,9.89
1696,16960,6.45
1697,16970,8.19
1698,16980,10.67
1699,16990,8.01
1700,17000,11.98
1701,17010,7.8
1702,17020,11.21
1703,17030,7.71
1704,17040,10.72
1705,17050,1.63
1706,17060,9.39
1707,17070,10.69
1708,17080,6.08
1709,17090,10.89
1710,17100,4.92
1711,17110,12.89
1712,17120,8.04
1713,17130,10.0
1714,17140,18.15
1715,17150,9.31
1716,17160,10.96
1717,17170,16.78
1718,17180,1.17
1719,17190,17.34
1720,17200,9.54
1721,17210,4.14
1722,17220,7.33
1723,17230,10.46
1724,17240,13.0
1725,17250,5.79
1726,17260,17.47
1727,17270,10.76
1728,17280,12.18
1729,17290,8.88
1730,17300,7.72
1731,17310,15.91
1732,17320,0.96
1733,17330,15.13
1734,17340,12.05
1735,17350,6.94
1736,17360,6.61
1737,17370,10.1
1738,17380,7.31
1739,17390,14.34
1740,17400,8.39
1741,17410,4.93
1742,17420,7.18
1743,17430,8.76
1744,17440,5.16
1745,17450,9.51
1746,17460,12.26
1747,17470,15.01
1748,17480,8.74
1749,17490,10.66
1750,17500,6.17
1751,17510,12.48
1752,17520,2.54
1753,17530,10.54
1754,17540,9.2
1755,17550,3.93
1756,17560,7.7
1757,17570,12.51
1758,17580,2.4
1759,17590,9.22
1760,17600,1.79
1761,17610,9.56
1762,17620,8.12
1763,17630,14.16
1764,17640,5.64
1765,17650,5.84
1766,17660,12.94
1767,17670,8.73
1768,17680,4.09
1769,17690,11.69
1770,17700,12.01
1771,17710,9.67
1772,17720,8.24
1773,17730,13.82
1774,17740,15.52
1775,17750,7.78
1776,17760,10.78
1777,17770,4.93
1778,17780,15.07
1779,17790,4.57
1780,17800,11.14
1781,17810,6.85
1782,17820,10.11
1783,17830,10.3
1784,17840,4.72
1785,17850,6.2
1786,17860,14.12
1787,17870,1.78
1788,17880,5.84
1789,17890,10.44
1790,17900,8.57
1791,17910,9.29
1792,17920,9.71
1793,17930,2.97
1794,17940,13.74
1795,17950,11.91
1796,17960,2.54
1797,17970,18.25
1798,17980,5.76
1799,17990,9.83
1800,18000,10.01
1801,18010,6.64
1802,18020,14.33
1803,18030,2.28
1804,18040,4.78
1805,18050,9.89
1806,18060,8.48
1807,18070,10.39
1808,18080,13.59
1809,18090,6.23
1810,18100,8.58
1811,18110,10.47
1812,18120,10.58
1813,18130,7.97
1814,18140,11.31
1815,18150,14.95
1816,18160,0.03
1817,18170,9.71
1818,18180,9.11
1819,18190,11.67
1820,18200,10.29
1821,18210,5.72
1822,18220,11.28
1823,18230,11.33
1824,18240,1.21
1825,18250,7.41
1826,18260,0.1
1827,18270,6.0
1828,18280,6.66
1829,18290,3.38
1830,18300,8.49
1831,18310,10.61
1832,18320,7.68
1833,18330,12.64
1834,18340,12.0
1835,18350,9.56
1836,18360,14.0
1837,18370,12.47
1838,18380,5.84
1839,18390,7.75
1840,18400,10.78
1841,18410,9.17
1842,18420,11.97
1843,18430,8.69
1844,18440,6.59
1845,18450,7.13
1846,18460,10.14
1847,18470,17.56
1848,18480,4.63
1849,18490,6.21
1850,18500,15.27
1851,18510,15.38
1852,18520,4.52
1853,18530,2.65
1854,18540,9.7
1855,18550,8.94
1856,18560,10.48
1857,18570,14.49
1858,18580,9.8
1859,18590,5.53
1860,18600,9.86
1861,18610,10.57
1862,18620,11.82
1863,18630,2.75
1864,18640,7.75
1865,18650,6.71
1866,18660,9.76
1867,18670,11.72
1868,18680,9.6
1869,18690,7.88
1870,18700,9.76
1871,18710,2.26
1872,18720,7.26
1873,18730,10.9
1874,18740,5.98
1875,18750,11.48
1876,18760,4.14
1877,18770,7.38
1878,18780,4.73
1879,18790,5.62
1880,18800,13.33
1881,18810,2.66
1882,18820,8.88
1883,18830,3.88
1884,18840,6.38
1885,18850,14.74
1886,18860,11.5
1887,18870,14.62
1888,18880,14.28
1889,18890,7.54
1890,18900,9.41
1891,18910,3.85
1892,18920,10.38
1893,18930,7.45
1894,18940,5.54
1895,18950,5.84
1896,18960,10.26
1897,18970,11.17
1898,18980,13.49
1899,18990,16.91
1900,19000,8.49
1901,19010,16.09
1902,19020,6.39
1903,19030,10.33
1904,19040,11.51
1905,19050,12.3
1906,19060,6.51
1907,19070,7.94
1908,19080,9.84
1909,19090,5.95
1910,19100,10.33
1911,19110,6.8
1912,19120,7.49
1913,19130,8.23
1914,19140,5.5
1915,19150,13.24
1916,19160,9.05
1917,19170,9.39
1918,19180,9.51
1919,19190,10.5
1920,19200,15.6
1921,19210,8.22
1922,19220,14.29
1923,19230,16.09
1924,19240,7.57
1925,19250,8.24
1926,19260,4.52
1927,19270,4.83
1928,19280,6.78
1929,19290,10.04
1930,19300,0.86
1931,19310,12.02
1932,19320,2.87
1933,19330,8.9
1934,19340,7.77
1935,19350,2.08
1936,19360,13.32
1937,19370,7.58
1938,19380,12.52
1939,19390,10.74
1940,19400,5.57
1941,19410,4.91
1942,19420,6.18
1943,19430,8.84
1944,19440,12.36
1945,19450,7.72
1946,19460,12.9
1947,19470,9.85
1948,19480,10.84
1949,19490,17.04
1950,19500,4.87
1951,19510,11.16
1952,19520,1.14
1953,19530,12.41
1954,19540,11.87
1955,19550,9.84
1956,19560,14.17
1957,19570,4.89
1958,19580,7.69
1959,19590,13.64
1960,19600,8.34
1961,19610,3.5
1962,19620,11.91
1963,19630,5.87
1964,19640,3.7
1965,19650,6.47
1966,19660,7.77
1967,19670,6.86
1968,19680,7.15
1969,19690,17.01
1970,19700,9.8
1971,19710,12.21
1972,19720,12.56
1973,19730,11.19
1974,19740,3.21
1975,19750,12.12
1976,19760,7.31
1977,19770,9.52
1978,19780,13.6
1979,19790,13.4
1980,19800,11.2
1981,19810,7.66
1982,19820,7.25
1983,19830,18.3
1984,19840,6.55
1985,19850,7.18
1986,19860,9.64
1987,19870,6.26
1988,19880,9.27
1989,19890,12.52
1990,19900,14.78
1991,19910,9.54
1992,19920,11.08
1993,19930,14.5
1994,19940,3.3
1995,19950,5.61
1996,19960,11.84
1997,19970,8.97
1998,19980,9.6
1999,19990,7.68
2000,20000,3.85
2001,20010,12.98
2002,20020,7.95
2003,20030,10.47
2004,20040,6.35
2005,20050,7.7
2006,20060,3.58
2007,20070,10.81
2008,20080,15.13
2009,20090,13.63
2010,20100,5.04
2011,20110,11.68
2012,20120,15.87
2013,20130,6.83
2014,20140,10.19
2015,20150,2.1
2016,20160,10.25
2017,20170,6.88
2018,20180,10.32
2019,20190,3.03
2020,20200,16.25
2021,20210,8.68
2022,20220,11.35
2023,20230,7.55
2024,20240,14.89
2025,20250,5.46
2026,20260,1.45
2027,20270,4.03
2028,20280,12.69
2029,20290,10.76
2030,20300,5.08
2031,20310,13.46
2032,20320,6.05
2033,20330,5.2
2034,20340,5.88
2035,20350,7.52
2036,20360,5.89
2037,20370,7.46
2038,20380,5.43
2039,20390,3.66
2040,20400,13.35
2041,20410,15.41
2042,20420,6.95
2043,20430,0.65
2044,20440,6.48
2045,20450,14.98
2046,20460,10.72
2047,20470,13.31
2048,20480,6.01
2049,20490,10.85
2050,20500,5.18
2051,20510,10.58
2052,20520,14.22
2053,20530,14.4
2054,20540,11.42
2055,20550,14.07
2056,20560,12.89
2057,20570,9.55
2058,20580,8.42
2059,20590,2.74
2060,20600,10.53
2061,20610,9.44
2062,20620,7.09
2063,20630,2.25
2064,20640,8.22
2065,20650,9.95
2066,20660,4.92
2067,20670,6.13
2068,20680,8.99
2069,20690,12.36
2070,20700,6.5
2071,20710,9.68
2072,20720,13.66
2073,20730,5.76
2074,20740,12.13
2075,20750,11.4
2076,20760,12.49
2077,20770,8.57
2078,20780,11.63
2079,20790,9.99
2080,20800,9.66
2081,20810,6.22
2082,20820,5.98
2083,20830,12.36
2084,20840,8.67
2085,20850,0.35
2086,20860,13.57
2087,20870,4.5
2088,20880,8.86
2089,20890,1.34
2090,20900,10.18
2091,20910,5.79
2092,20920,11.56
2093,20930,4.79
2094,20940,0.8
2095,20950,10.35
2096,20960,14.69
2097,20970,13.5
2098,20980,14.37
2099,20990,12.52
2100,21000,9.31
2101,21010,14.88
2102,21020,8.41
2103,21030,5.64
2104,21040,5.28
2105,21050,13.26
2106,21060,8.43
2107,21070,14.65
2108,21080,2.51
2109,21090,15.14
2110,21100,15.26
2111,21110,4.12
2112,21120,6.99
2113,21130,15.52
2114,21140,6.04
2115,21150,15.53
2116,21160,1.11
2117,21170,10.66
2118,21180,11.78
2119,21190,4.92
2120,21200,8.81
2121,21210,3.49
2122,21220,12.09
2123,21230,6.99
2124,21240,14.71
2125,21250,11.09
2126,21260,9.49
2127,21270,9.07
2128,21280,4.76
2129,21290,3.4
2130,21300,2.55
2131,21310,13.56
2132,21320,3.96
2133,21330,9.81
2134,21340,14.19
2135,21350,7.55
2136,21360,1.11
2137,21370,14.45
2138,21380,7.15
2139,21390,4.58
2140,21400,5.38
2141,21410,11.31
2142,21420,9.85
2143,21430,7.12
2144,21440,10.27
2145,21450,14.86
2146,21460,10.06
2147,21470,0.94
2148,21480,10.35
2149,21490,13.61
2150,21500,10.32
2151,21510,14.35
2152,21520,13.25
2153,21530,12.82
2154,21540,4.94
2155,21550,11.99
2156,21560,18.89
2157,21570,12.17
2158,21580,2.16
2159,21590,14.13
2160,21600,9.4
2161,21610,10.23
2162,21620,19.71
2163,21630,7.28
2164,21640,3.86
2165,21650,13.58
2166,21660,1.67
2167,21670,11.84
2168,21680,3.64
2169,21690,3.48
2170,21700,7.68
2171,21710,12.86
2172,21720,8.75
2173,21730,5.78
2174,21740,8.68
2175,21750,7.87
2176,21760,6.48
2177,21770,5.98
2178,21780,3.98
2179,21790,3.17
2180,21800,9.13
2181,21810,5.55
2182,21820,12.91
2183,21830,3.09
2184,21840,10.76
2185,21850,10.33
2186,21860,7.78
2187,21870,4.14
2188,21880,8.48
2189,21890,1.6
2190,21900,13.89
2191,21910,11.66
2192,21920,3.15
2193,21930,3.99
2194,21940,5.71
2195,21950,3.36
2196,21960,1.37
2197,21970,11.66
2198,21980,0.69
2199,21990,4.24
2200,22000,7.35
2201,22010,5.32
2202,22020,6.26
2203,22030,7.27
2204,22040,9.53
2205,22050,2.64
2206,22060,10.84
2207,22070,9.24
2208,22080,0.61
2209,22090,9.13
2210,22100,1.91
2211,22110,8.63
2212,22120,12.71
2213,22130,17.63
2214,22140,11.97
2215,22150,9.4
2216,22160,3.97
2217,22170,5.53
2218,22180,7.74
2219,22190,2.89
2220,22200,11.31
2221,22210,10.92
2222,22220,8.29
2223,22230,5.89
2224,22240,7.34
2225,22250,10.79
2226,22260,13.27
2227,22270,11.03
2228,22280,10.25
2229,22290,1.85
2230,22300,7.35
2231,22310,17.24
2232,22320,7.58
2233,22330,8.88
2234,22340,8.23
2235,22350,10.8
2236,22360,5.93
2237,22370,9.13
2238,22380,11.46
2239,22390,14.48
2240,22400,11.04
2241,22410,11.73
2242,22420,7.92
2243,22430,4.95
2244,22440,9.49
2245,22450,6.99
2246,22460,11.21
2247,22470,12.71
2248,22480,9.84
2249,22490,8.95
2250,22500,6.91
2251,22510,10.0
2252,22520,10.48
2253,22530,17.01
2254,22540,11.08
2255,22550,6.08
2256,22560,9.9
2257,22570,10.61
2258,22580,11.61
2259,22590,8.88
2260,22600,12.26
2261,22610,10.61
2262,22620,6.51
2263,22630,9.95
2264,22640,11.79
2265,22650,9.87
2266,22660,13.63
2267,22670,11.24
2268,22680,8.76
2269,22690,9.45
2270,22700,6.81
2271,22710,8.26
2272,22720,6.72
2273,22730,13.4
2274,22740,10.99
2275,22750,9.96
2276,22760,3.95
2277,22770,5.89
2278,22780,4.78
2279,22790,13.28
2280,22800,13.52
2281,22810,6.76
2282,22820,8.32
2283,22830,2.52
2284,22840,13.92
2285,22850,10.5
2286,22860,5.63
2287,22870,8.56
2288,22880,15.84
2289,22890,9.32
2290,22900,6.38
2291,22910,7.16
2292,22920,7.42
2293,22930,10.42
2294,22940,3.14
2295,22950,11.88
2296,22960,7.91
2297,22970,10.68
2298,22980,14.81
2299,22990,14.6
2300,23000,8.6
2301,23010,7.02
2302,23020,10.35
2303,23030,4.01
2304,23040,15.22
2305,23050,12.45
2306,23060,11.18
2307,23070,8.47
2308,23080,14.65
2309,23090,2.41
2310,23100,5.38
2311,23110,5.38
2312,23120,3.81
2313,23130,7.48
2314,23140,9.1
2315,23150,14.19
2316,23160,10.06
2317,23170,10.4
2318,23180,10.54
2319,23190,11.23
2320,23200,6.05
2321,23210,7.71
2322,23220,6.64
2323,23230,8.25
2324,23240,2.94
2325,23250,11.59
2326,23260,4.7
2327,23270,15.36
2328,23280,7.72
2329,23290,6.03
2330,23300,10.87
2331,23310,18.16
2332,23320,6.12
2333,23330,6.63
2334,23340,12.68
2335,23350,6.49
2336,23360,16.21
2337,23370,12.82
2338,23380,19.21
2339,23390,9.5
2340,23400,12.6
2341,23410,10.19
2342,23420,9.7
2343,23430,11.63
2344,23440,9.7
2345,23450,2.38
2346,23460,9.84
2347,23470,3.65
2348,23480,10.91
2349,23490,8.73
2350,23500,3.91
2351,23510,11.98
2352,23520,3.54
2353,23530,1.71
2354,23540,12.14
2355,23550,10.25
2356,23560,12.83
2357,23570,7.87
2358,23580,9.55
2359,23590,14.06
2360,23600,0.96
2361,23610,7.26
2362,23620,8.98
2363,23630,20.77
2364,23640,15.96
2365,23650,9.09
2366,23660,6.38
2367,23670,2.67
2368,23680,14.76
2369,23690,7.94
2370,23700,13.47
2371,23710,12.44
2372,23720,9.38
2373,23730,9.26
2374,23740,12.69
2375,23750,18.56
2376,23760,3.38
2377,23770,16.53
2378,23780,9.87
2379,23790,11.99
2380,23800,15.25
2381,23810,7.96
2382,23820,8.72
2383,23830,13.86
2384,23840,9.4
2385,23850,8.83
2386,23860,7.55
2387,23870,2.95
2388,23880,11.81
2389,23890,11.22
2390,23900,5.0
2391,23910,4.86
2392,23920,2.03
2393,23930,10.19
2394,23940,10.7
2395,23950,10.62
2396,23960,7.94
2397,23970,6.12
2398,23980,14.37
2399,23990,13.09
2400,24000,12.32
2401,24010,4.17
2402,24020,8.27
2403,24030,17.54
2404,24040,13.93
2405,24050,10.06
2406,24060,8.48
2407,24070,11.37
2408,24080,10.62
2409,24090,8.22
2410,24100,16.88
2411,24110,17.97
2412,24120,4.02
2413,24130,0.16
2414,24140,5.73
2415,24150,3.53
2416,24160,0.43
2417,24170,12.5
2418,24180,8.41
2419,24190,5.84
2420,24200,0.28
2421,24210,11.69
2422,24220,7.81
2423,24230,16.36
2424,24240,9.36
2425,24250,10.07
2426,24260,16.92
2427,24270,11.06
2428,24280,11.02
2429,24290,6.98
2430,24300,8.55
2431,24310,13.7
2432,24320,8.93
2433,24330,10.68
2434,24340,4.93
2435,24350,5.47
2436,24360,4.34
2437,24370,6.31
2438,24380,6.35
2439,24390,10.08
2440,24400,8.18
2441,24410,12.83
2442,24420,14.0
2443,24430,9.63
2444,24440,11.55
2445,24450,3.46
2446,24460,12.99
2447,24470,13.94
2448,24480,7.53
2449,24490,6.34
2450,24500,9.35
2451,24510,4.56
2452,24520,9.29
2453,24530,10.29
2454,24540,4.66
2455,24550,13.34
2456,24560,8.75
2457,24570,9.46
2458,24580,2.95
2459,24590,4.01
2460,24600,10.18
2461,24610,10.02
2462,24620,2.53
2463,24630,6.61
2464,24640,5.29
2465,24650,10.19
2466,24660,16.34
2467,24670,4.27
2468,24680,5.69
2469,24690,9.76
2470,24700,6.87
2471,24710,15.53
2472,24720,5.05
2473,24730,16.17
2474,24740,6.28
2475,24750,5.72
2476,24760,15.39
2477,24770,9.23
2478,24780,11.25
2479,24790,14.09
2480,24800,15.12
2481,24810,3.59
2482,24820,13.26
2483,24830,7.42
2484,24840,2.77
2485,24850,12.16
2486,24860,6.45
2487,24870,3.29
2488,24880,11.27
2489,24890,7.53
2490,24900,6.41
2491,24910,14.23
2492,24920,8.62
2493,24930,17.75
2494,24940,7.01
2495,24950,11.32
2496,24960,7.88
2497,24970,10.56
2498,24980,4.74
2499,24990,6.16
2500,25000,12.5
2501,25010,4.42
2502,25020,14.62
2503,25030,9.93
2504,25040,8.48
2505,25050,13.52
2506,25060,13.15
2507,25070,8.01
2508,25080,6.69
2509,25090,9.08
2510,25100,17.06
2511,25110,6.66
2512,25120,8.88
2513,25130,11.77
2514,25140,14.17
2515,25150,15.15
2516,25160,13.16
2517,25170,11.19
2518,25180,13.29
2519,25190,12.66
2520,25200,8.79
2521,25210,10.92
2522,25220,4.62
2523,25230,6.26
2524,25240,6.37
2525,25250,14.36
2526,25260,12.87
2527,25270,7.94
2528,25280,5.13
2529,25290,5.11
2530,25300,9.17
2531,25310,8.67
2532,25320,10.34
2533,25330,6.33
2534,25340,17.36
2535,25350,13.19
2536,25360,9.8
2537,25370,9.6
2538,25380,11.15
2539,25390,8.66
2540,25400,4.71
2541,25410,6.13
2542,25420,0.18
2543,25430,11.38
2544,25440,4.92
2545,25450,13.47
2546,25460,12.06
2547,25470,0.25
2548,25480,3.02
2549,25490,2.93
2550,25500,0.62
2551,25510,4.85
2552,25520,6.23
2553,25530,16.15
2554,25540,5.09
2555,25550,8.18
2556,25560,10.48
2557,25570,7.12
2558,25580,9.59
2559,25590,7.21
2560,25600,12.15
2561,25610,8.75
2562,25620,11.96
2563,25630,8.78
2564,25640,5.9
2565,25650,4.45
2566,25660,4.63
2567,25670,3.79
2568,25680,8.02
2569,25690,2.63
2570,25700,10.03
2571,25710,4.64
2572,25720,8.85
2573,25730,4.02
2574,25740,12.86
2575,25750,10.23
2576,25760,4.35
2577,25770,8.4
2578,25780,6.36
2579,25790,3.38
2580,25800,17.87
2581,25810,20.42
2582,25820,10.95
2583,25830,12.69
2584,25840,7.74
2585,25850,11.2
2586,25860,0.96
2587,25870,10.61
2588,25880,9.57
2589,25890,13.03
2590,25900,14.53
2591,25910,9.44
2592,25920,8.67
2593,25930,14.03
2594,25940,9.65
2595,25950,9.13
2596,25960,10.19
2597,25970,9.07
2598,25980,8.54
2599,25990,13.09
2600,26000,4.88
2601,26010,7.17
2602,26020,2.47
2603,26030,10.81
2604,26040,9.2
2605,26050,6.2
2606,26060,10.95
2607,26070,5.12
2608,26080,9.11
2609,26090,8.91
2610,26100,6.36
2611,26110,8.16
2612,26120,7.21
2613,26130,11.27
2614,26140,10.14
2615,26150,8.64
2616,26160,10.51
2617,26170,11.1
2618,26180,11.91
2619,26190,8.03
2620,26200,2.6
2621,26210,2.24
2622,26220,16.1
2623,26230,10.62
2624,26240,4.94
2625,26250,7.96
2626,26260,8.92
2627,26270,8.17
2628,26280,2.23
2629,26290,14.94
2630,26300,8.08
2631,26310,5.57
2632,26320,10.87
2633,26330,9.47
2634,26340,9.66
2635,26350,7.38
2636,26360,5.85
2637,26370,4.9
2638,26380,10.02
2639,26390,6.9
2640,26400,8.14
2641,26410,15.87
2642,26420,5.9
2643,26430,6.9
2644,26440,8.52
2645,26450,6.56
2646,26460,12.07
2647,26470,7.7
2648,26480,9.46
2649,26490,10.97
2650,26500,3.26
2651,26510,6.82
2652,26520,18.73
2653,26530,2.92
2654,26540,3.76
2655,26550,13.81
2656,26560,2.94
2657,26570,10.31
2658,26580,5.61
2659,26590,7.38
2660,26600,6.88
2661,26610,4.38
2662,26620,7.61
2663,26630,11.59
2664,26640,7.31
2665,26650,7.56
2666,26660,10.19
2667,26670,4.32
2668,26680,5.52
2669,26690,10.08
2670,26700,6.97
2671,26710,7.41
2672,26720,14.38
2673,26730,7.26
2674,26740,6.6
2675,26750,11.34
2676,26760,6.2
2677,26770,12.66
2678,26780,7.27
2679,26790,7.27
2680,26800,7.91
2681,26810,9.67
2682,26820,11.5
2683,26830,9.18
2684,26840,5.3
2685,26850,6.88
2686,26860,10.36
2687,26870,5.52
2688,26880,10.64
2689,26890,15.18
2690,26900,7.9
2691,26910,14.59
2692,26920,15.52
2693,26930,7.84
2694,26940,4.41
2695,26950,10.63
2696,26960,10.94
2697,26970,10.12
2698,26980,8.27
2699,26990,12.25
2700,27000,6.6
2701,27010,6.46
2702,27020,11.47
2703,27030,9.0
2704,27040,8.6
2705,27050,8.52
2706,27060,12.64
2707,27070,3.9
2708,27080,13.62
2709,27090,8.67
2710,27100,12.23
2711,27110,7.81
2712,27120,12.37
2713,27130,5.04
2714,27140,14.58
2715,27150,14.99
2716,27160,6.6
2717,27170,14.55
2718,27180,10.3
2719,27190,5.93
2720,27200,18.37
2721,27210,12.36
2722,27220,9.95
2723,27230,9.64
2724,27240,13.88
2725,27250,8.02
2726,27260,2.89
2727,27270,18.05
2728,27280,1.31
2729,27290,9.19
2730,27300,1.48
2731,27310,12.82
2732,27320,6.72
2733,27330,13.47
2734,27340,10.02
2735,27350,6.68
2736,27360,11.49
2737,27370,2.32
2738,27380,7.01
2739,27390,11.75
2740,27400,11.24
2741,27410,13.48
2742,27420,19.46
2743,27430,9.57
2744,27440,5.13
2745,27450,11.47
2746,27460,8.53
2747,27470,15.66
2748,27480,8.46
2749,27490,6.05
2750,27500,8.93
2751,27510,14.47
2752,27520,5.03
2753,27530,5.06
2754,27540,0.29
2755,27550,12.19
2756,27560,7.74
2757,27570,0.61
2758,27580,6.72
2759,27590,5.45
2760,27600,14.77
2761,27610,11.26
2762,27620,8.83
2763,27630,7.18
2764,27640,11.11
2765,27650,9.94
2766,27660,13.61
2767,27670,18.65
2768,27680,9.74
2769,27690,7.27
2770,27700,14.32
2771,27710,6.5
2772,27720,7.25
2773,27730,13.8
2774,27740,7.6
2775,27750,8.62
2776,27760,5.21
2777,27770,13.4
2778,27780,10.74
2779,27790,13.52
2780,27800,4.57
2781,27810,16.76
2782,27820,3.25
2783,27830,11.85
2784,27840,7.23
2785,27850,9.3
2786,27860,3.83
2787,27870,11.3
2788,27880,16.07
2789,27890,7.21
2790,27900,12.85
2791,27910,11.02
2792,27920,10.51
2793,27930,10.17
2794,27940,12.58
2795,27950,10.21
2796,27960,1.88
2797,27970,7.95
2798,27980,0.52
2799,27990,7.89
2800,28000,8.69
2801,28010,13.97
2802,28020,9.25
2803,28030,11.95
2804,28040,9.6
2805,28050,9.28
2806,28060,2.84
2807,28070,3.92
2808,28080,10.76
2809,28090,3.12
2810,28100,7.71
2811,28110,4.04
2812,28120,8.59
2813,28130,6.34
2814,28140,11.12
2815,28150,5.98
2816,28160,14.65
2817,28170,6.75
2818,28180,9.31
2819,28190,9.16
2820,28200,7.01
2821,28210,6.61
2822,28220,6.58
2823,28230,14.13
2824,28240,6.11
2825,28250,14.03
2826,28260,8.85
2827,28270,14.06
2828,28280,7.01
2829,28290,7.99
2830,28300,1.74
2831,28310,14.06
2832,28320,6.17
2833,28330,1.27
2834,28340,5.09
2835,28350,0.88
2836,28360,11.35
2837,28370,1.36
2838,28380,1.03
2839,28390,3.27
2840,28400,6.97
2841,28410,15.24
2842,28420,8.66
2843,28430,0.22
2844,28440,11.16
2845,28450,6.08
2846,28460,9.15
2847,28470,13.03
2848,28480,12.32
2849,28490,8.05
2850,28500,8.84
2851,28510,7.21
2852,28520,13.81
2853,28530,13.4
2854,28540,0.38
2855,28550,2.3
2856,28560,13.02
2857,28570,8.45
2858,28580,11.16
2859,28590,4.25
2860,28600,9.84
2861,28610,7.8
2862,28620,7.22
2863,28630,11.25
2864,28640,5.7
2865,28650,8.15
2866,28660,12.1
2867,28670,6.33
2868,28680,13.51
2869,28690,17.56
2870,28700,13.29
2871,28710,8.64
2872,28720,5.52
2873,28730,11.54
2874,28740,4.03
2875,28750,10.56
2876,28760,10.54
2877,28770,11.95
2878,28780,8.46
2879,28790,1.99
2880,28800,10.86
2881,28810,9.73
2882,28820,14.27
2883,28830,8.57
2884,28840,2.18
2885,28850,1.38
2886,28860,7.02
2887,28870,3.83
2888,28880,5.68
2889,28890,11.7
2890,28900,4.67
2891,28910,5.73
2892,28920,5.63
2893,28930,7.45
2894,28940,11.81
2895,28950,2.63
2896,28960,8.03
